,FECHA,HORA DECLARADA,RUTA,OPERADOR,TIPO_AERONAVE,PERSONAS_ABORDO,PASAJEROS A BORDO,TRIPULACION_ABORDO,CANTIDAD DE FALLECIDOS,PASAJEROS_FALLECIDOS,TRIPULACION_FALLECIDA,DESCRIPCION_ACCIDENTE,DÉCADA,AÑO
461,1948-12-21,14:00:00,"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,33,29,4,33,29.0,4.0,"Crashed on Balsalt Island  while attempting a visual approach through clouds. The pilot came down through a hole in the overcast but became trapped when the weather closed in. He reversed course but crashed into a small mountain. Pilot error. Quentin Roosevelt, son of Teddy Roosevelt killed.",1940,1948
462,1948-12-23,09:30:00,"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),27,24,3,27,24.0,3.0,Crashed into Pandols Mountain while en route in poor weather conditions.,1940,1948
463,1948-12-28,04:13:00,"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3DST,32,29,3,32,29.0,3.0,Radio contact was lost after the crew reported being 50 nm south of Miami. Departure from San Juan with known electrical problems and discharged batteries. Ditched in the Gulf of Mexico after it ran out of fuel. Offical cause unknown.,1940,1948
464,1948-12-31,17:52:00,"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,13,8,5,13,8.0,5.0,Crashed into Mt. Arbetello in poor visibility. Poor visibility and geographical features made recognition of terrain difficult and likely mislead the pilot into believing he was out at sea.,1940,1948
465,1950-01-20,12:00:00,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,28,4,32,28.0,4.0,Crashed while en route in the Andes mountains after encountering a thunderstorm.,1950,1950
466,1950-01-26,14:09:00,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,36,8,44,36.0,8.0,"Operated by the Strategic Air Command, the transport disappeared while flying between Elmendorf AFB and Great Falls, Mt. There were 44 persons aboard. All were American military personnel except for two passengers, a civilian dependent and her infant child. Last radio contact was at 17:09 near Snag, YT. It took Amber Airway No.2 over Canada, but failed to arrive at its destination.  The wreckage still had not been found by 1951.",1950,1950
467,1950-02-02,04:45:00,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,0,7,7,0.0,7.0,"Crash into the North Sea during a night mail flight shortly after takeoff, 40 miles off the Dutch coast.",1950,1950
468,1950-02-27,07:31:00,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,30,27,3,5,2.0,3.0,"The aircraft hit the slope of Mt Praded at 1,440 meters.",1950,1950
469,1950-03-07,20:59:00,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,10,3,13,10.0,3.0,"The aircraft flew 128 below the ILS glideslope and crashed into a flag pole, well marked by red neon obstruction lights, on approach in blowing snow.  Pilot's attempt to land visual rather than ILS after visual reference to the ground was lost.",1950,1950
470,1950-03-12,14:50:00,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,83,78,5,80,75.0,5.0,"During the approach to Runway 28 at Llandow Airport, it appeared to witnesses that the aircraft was going to touch down prematurely. This was followed by an application of power. Climbing to 300 ft. the aircraft stalled and crashed into a field. Due to the placement of luggage in relation to passenger load, the center of gravity was such that there was insufficient elevator control remaining to counteract the rise of the nose upon full application of power.",1950,1950
471,1950-03-28,17:30:00,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),12,0,12,12,0.0,12.0,Loss of control after mechanical failure. Crashed into the sea. Failure of the aileron control couplings resulting from severe vibration.,1950,1950
472,1950-04-05,03:56:00,"Hatiara, India",Deccan Airways,Douglas C-47A,3,0,3,3,0.0,3.0,The cargo plane lost an engine on takeoff and attempted an emergency return but crashed. Overloaded.,1950,1950
473,1950-04-15,17:00:00,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),4,0,2,2,0.0,2.0,The airplane hit the slope of a mountain and crashed 20 km northeast of Santa Bárbara de Pinto.,1950,1950
474,1950-04-21,23:25:00,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,27,8,35,27.0,8.0,Flew off its prescribed course and crashed into Mt. Tanzawa in a rainstorm.,1950,1950
475,1950-05-18,20:59:00,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,5,11,16,5.0,11.0,Crashed while attempting to land after being diverted to Lagens due to engine trouble.,1950,1950
476,1950-05-23,10:20:00,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,35,4,39,35.0,4.0,"Lost the left aileron after taking off, lost control and crashed.",1950,1950
477,1950-05-27,17:29:00,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,2,0,2,1,0.0,1.0,The cargo plane lost an engine on takeoff and crashed. Overloading of the aircraft due to faulty loading and dispatch procedures coupled with engine malfunctioning due to inadequate maintenance.,1950,1950
478,1950-06-05,22:03:00,Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,65,62,3,28,28.0,0.0,"Ditched into the Atlantic 300 miles east of Melbourne, Florida on a flight from San Juan, Porto Rico to Wilmington, North Carolina due to failure of both engines. It sank in one of the deepest areas of the Atlantic and could not be recovered. Failure of both engines for reasons unknown.",1950,1950
479,1950-06-09,19:00:00,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,12,3,15,12.0,3.0,"Struck trees, crashed and burned 19 miles east northeast of Fonseca well off course. Cause could not be determined.",1950,1950
480,1950-06-13,01:16:00,Off Bahrain,Air France,Douglas DC-4-1009,52,44,8,46,40.0,6.0,"While making a final approach for Bahrain, the aircraft crashed into the sea. The pilot did not keep a accurate check of his altitude and rate of descent during the approach. Crew error, possibly due to fatigue.  An alternate probable cause may been windshear. It was not know at the time that windshear conditions existed at temperature inversion levels for several days after Shamal dust storms. The aircraft may have run out of adequate forward speed at an altitude of 400 feet after descending through a headwind level into a tailwind level when committed to land.  With surface winds relatively calm and in 2,000 meters of sand haze, the winds at 400 ft. may have been in excess of 80 knots.",1950,1950
481,1950-06-14,01:53:00,Bahrain,Air France,Douglas DC-4,53,45,8,40,37.0,3.0,"On final approach at night, the aircraft hit the water surface and crashed into the Persian Gulf, few hundred yards short of the runway 29 threshold.",1950,1950
482,1950-06-15,01:53:00,"Bahrain, Bahrain",Air France,Douglas DC-4,53,45,8,40,37.0,3.0,"On final approach at night, the aircraft hit the water surface and crashed into the Persian Gulf, few hundred yards from the runway 29 threshold. Failure of the pilot in command to adopt the timed approach procedure to the prevailing conditions. Having descended to 300 feet, the pilot in command did not take the appropriate measures to maintain this altitude until such time as the runway lights became visible.",1950,1950
483,1950-06-23,23:25:00,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,55,3,58,55.0,3.0,"En route from New York to Minneapolis, the aircraft crashed into Lake Michigan. The DC-4 was last reported at 3,500 ft. The crash occurred shortly after the aircraft entered an area of severe turbulence with thunderstorm activity. The wreckage was never found but was believed to be located in 150 feet of water and  not recoverable because it was in 30 feet of silt and an area of extremely poor visibility. The forecast of a squall line in the areas was not made available to the crew. Cause unknown.",1950,1950
484,1950-06-26,23:00:00,"York, Australia",Ansett ANA,Douglas DC-4-1009,29,24,5,29,24.0,5.0,"The airliner experienced trouble with all four engines. The crew attempted to return to Guildford but  in the dark, while in a 15 degree turn to port, the aircraft barely cleared a ridge line, struck a tree 30 feet off the ground and ploughed into a downward slope shredding itself and contents into small pieces. The aircraft was named ""Amana."" Total loss of engine power.",1950,1950
485,1950-07-09,01:30:00,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,29,25,4,22,18.0,4.0,"While climbing by night, the aircraft went out of control and crashed 7 km from the airport.",1950,1950
486,1950-07-23,10:22:00,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Curtiss C-46 Commando,39,35,4,39,35.0,4.0,"Shortly after takeoff and while climbing , the aircraft became unstable, lost height and crashed in a huge explosion in a field located two miles from the airfield. Shortly after takeoff, while climbing to a height between 1,000 and 2,000 feet, the aircraft became unstable, lost height and crashed in a huge explosion in a field located two miles from the airfield. Several eye-witnesses reported that the aircraft lost some pieces before it came down. Investigations determined that following the failure of a part of the right aileron, it detached from the wing, causing severe vibrations. The crew tried to maintain a flat attitude but the aircraft banked left and right and then went into a spin when both wings separated due to aerodynamic forces that exceeded their certification. In such conditions, control was impossible.",1950,1950
487,1950-07-27,04:30:00,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,26,23,3,25,22.0,3.0,"The aircraft took off from O-shima and reached an altitude of 3,500 feet after which a sudden unexplained descent was made until it crashed into the sea. The surviving witness stated the aircraft hit two moderate bumps followed by dimming of the lights before the descent.",1950,1950
488,1950-07-28,19:25:00,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,43,7,50,43.0,7.0,The aircraft flew into power lines during a landing attempt after running out of fuel while in a holding pattern.,1950,1950
489,1950-07-29,03:00:00,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,22,4,26,22.0,4.0,An explosion in the left wing fuel tank tore off the upper wing surface leading to loss of control of the aircraft.,1950,1950
490,1950-07-30,13:00:00,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )
SAVG",Lockheed 18 LodeStar,12,10,2,12,10.0,2.0,The aircraft hit the slope of the Cerro Cortelini located near São Francisco de Assis while en route.,1950,1950
491,1950-07-30,05:44:00,"Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,19,6,25,19.0,6.0,"The plane crashed shortly after taking off when the left engine failed. While attempting an emergency landing, the aircraft stalled and crashed.",1950,1950
492,1950-08-05,22:00:00,"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,0,20,12,0.0,12.0,"The No. 2 propeller began to overspeed during the takeoff. This was followed by overspeeding of the No. 3 propeller. The No. 3 propeller was successfully feathered  but then the landing gear would not retract. The aircraft was unable to gain altitude and the pilot slid the aircraft to the left to avoid a trailer park at the end of the runway. The aircraft stalled, fell to the ground and broke-up.  Killed in the accident was Brigadier General Robert E. Travis. The installation was later renamed Travis Air Force Base in his honor.",1950,1950
493,1950-08-22,02:37:00,"Near Eagle, Colorado",American Airlines,Douglas DC-6,59,54,5,1,1.0,0.0,"En route, the No. 3 propeller failed. A propeller blade struck and punctured the fuselage, causing a cabin decompression. A safe landing was carried out at Denver. One passenger who had heart trouble died prior to landing. The internal gouging of a propeller blade during the manufacturing process which resulted in a fatigue fracture and subsequent failure during flight.""",1950,1950
494,1950-08-31,02:03:00,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,48,7,55,48.0,7.0,"After taking off from Cario and while climbing to cruising altitude the No3 engine caugt fire. Witnesses observed the aircraft on fire. After turning back toward Cairo, the buring engine fell off. An attempt to land in the desert resulted in the descruction of the aircraft. Failure of the rear master rod bearing in the No. 3 engine that led to an uncontrollable fire. The aircraft was named ""Star of Maryland.""",1950,1950
495,1950-09-04,14:10:00,"Utica, New York",Robinson Airlines,Douglas DC-3,23,20,3,16,13.0,3.0,"The left engine failed due to a cracked piston pin in the No 1 cylinder. Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takeoff coupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller.",1950,1950
496,1950-09-20,05:20:00,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,19,7,26,19.0,7.0,Crashed into the sea and exploded 3 minutes after taking off from Kwajalein. Possible vertigo experienced by the pilot or malfunction of the instruments.,1950,1950
